zzzsSt,vrsta,oe,tip,sifOe,naziv,naslov,posta,tel,splStran
3092190,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,FELE ŽUJIČ ANICA - ZASEBNA ZOBNA ORDINACIJA,NOVI DOM 11,1430 HRASTNIK,03 565 44 60,https://www.zdravniki-zobozdravniki.net/clan/Anica-FELE-ZUJIC-516/
3137729,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,FUNDUK ANDREJČIČ SONJA - ZOBOZDRAVSTVO,DALMATINOVA ULICA 7,1000 LJUBLJANA,,https://www.zdravniki-zobozdravniki.net/clan/Sonja-FUNDUK-ANDREJCIC-1601/
5713360,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"GDENT SPLOŠNO IN ESTETSKO ZOBOZDRAVSTVO UROŠ FRANC GAŠPERIN, DR.DENT.MED.",PREŠERNOVA CESTA 21 B,1230 DOMŽALE,041 394 980,http://gdent.si
3122878,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,GERIĆ MARTA - ZOBOZDRAVSTVENA AMBULANTA,VEGOVA ULICA 22,1251 MORAVČE,,
3759558,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,GORENC MOJCA - ZASEBNA ZOBNA AMBULANTA,CESTA ZMAGE 1,1410 ZAGORJE OB SAVI,03/565 50 23,https://www.cakalnedobe.si/ambulante/gorenc-mojca-zasebna-zobna-ambulanta-zobozdravstvena-dejavnost/
4490638,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"GROZNIK MATEVŽ, DR. DENT. MED., ZASEBNA ZOBNA ORDINACIJA, ZASEBNI ZOBOZDRAVNIK",SAVSKA CESTA 10,1000 LJUBLJANA,01/280 32 70,http://zobozdravnik-ljubljana.eu/
8507565,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"GS - DENS, ZOBOZDRAVSTVO, D.O.O.",CESTA LJUBLJANSKE BRIGADE 23,1000 LJUBLJANA,01/330 73 78,
3095732,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,GUNA JERNEJ - ZASEBNA ZOBNA ORDINACIJA,NOVI DOM 11,1430 HRASTNIK,03 565 44 59,https://zobozdravnik-guna.si/
6321460,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,HEPI-DENT ZOBOZDRAVSTVENA ORDINACIJA D.O.O.,CESTA NOTRANJSKEGA ODREDA 36,1386 STARI TRG PRI LOŽU,(01) 709 53 05,http://hepi-dent.si/
694190,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,IN STORITVE D.O.O.,ŠIŠENSKA CESTA 44,1000 LJUBLJANA,,http://www.zambulanta-vodnik.si
3194276,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,JANČAR BLAŽI - ZOBOZDRAVSTVENA ORDINACIJA,PERIČEVA ULICA 25,1000 LJUBLJANA,,http://zobozdravstvo-jancar.si
3434266,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"KAMA-DENT D.O.O., ZOBOZDRAVSTVENA DEJAVNOST, LJUBLJANA",FILIPIČEVA ULICA 1,1000 LJUBLJANA,,http://www.kamadent.si/
1566071,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,KANSKY GABERŠEK MARINA - ZOBOZDRAVSTVENA ORDINACIJA,DUNAJSKA CESTA 22,1000 LJUBLJANA,01/232 76 79,https://www.zdravniki-zobozdravniki.net/clan/Marina-KANSKY-GABERSEK-1222/
3137243,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,KASTELEC STANOVNIK LADKA - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA,CESTA 6. MAJA 11,1360 VRHNIKA,,http://www.slovenski-zobozdravniki.si/
7053128,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"KG-DENT, ZOBOZDRAVSTVENE STORITVE D.O.O.",LAPORJE 30,1311 TURJAK,041/360 112,https://kg-dent.si/
3188635,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,KOMATAR MAJA - ZOBOZDRAVSTVENA ORDINACIJA,MESTNI TRG 2,1230 DOMŽALE,01 724 52 52,https://www.zdravniki-zobozdravniki.net/clan/Maja-KOMATAR-1190/
3181532,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,KOVAČEVIČ TESSENYI IRENA - ZOBNA ORDINACIJA,PARMOVA ULICA 51,1000 LJUBLJANA,,https://zobnaordinacija.com/
4450420,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,KOVAČIČ MAJA DDM ZASEBNA ZOBNA ORDINACIJA,KOGOVŠKOVA ULICA 1,1000 LJUBLJANA,01 444 00 32,https://www.cakalnedobe.si/ambulante/kovacic-maja-ddm-zasebna-zobna-ordinacija-zobozdravstvena-dejav
3137777,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,KOŠAK MARINA - ZOBOZDRAVSTVENA ORDINACIJA,BEETHOVNOVA ULICA 6,1000 LJUBLJANA,01/425 08 89,https://www.ezobozdravnik.si/seznam-zobozdravnikov/marina-kosak-zobozdravstvena-ordinacija/
3091120,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,KRANJEC LEOPOLDINA - ZOBNA ORDINACIJA,KOPITARJEV TRG 1,1217 VODICE,,
3815618,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,KRIŽAJ STORITVE D.O.O.,SLOMŠKOVA ULICA 17,1000 LJUBLJANA,,https://klinikakrizaj.si/
3092034,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,KRSTINIĆ GORAN - ZOBOZDRAVSTVO ODRASLIH,PARTIZANSKA POT 8 A,1270 LITIJA,,http://zobozdravstvo-dikic-krstinic.si/
4413326,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"LEGAT DENT, ZOBOZDRAVSTVENE STORITVE D.O.O.",CESTA NA POLJE 2,1358 LOG PRI BREZOVICI,040 258 331,http://www.legatdent.si/
639081,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"LEONARDO, RAZVOJ, RAZISKAVE, TRGOVINA IN STORITVE, D.O.O., KRANJ",STORŽIŠKA ULICA 4,4000 KRANJ,(01) 280 23 80,https://www.zevnik.eu/
3719400,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"LESKOVEC, STORITVE, D.O.O.",PLEŠIČEVA ULICA 15,1000 LJUBLJANA,070 677 500,
3630991,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,LOVŠIN URŠKA - ZOBOZDRAVSTVENA ORDINACIJA,PARTIZANSKA POT 8 A,1270 LITIJA,,
3122972,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,LUKIČ MERELA ANA - ZOBOZDRAVSTVENA AMBULANTA,PELECHOVA CESTA 18,1235 RADOMLJE,,
4682913,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"M-MEDIKO, ZOBOZDRAVSTVENA IN ZDRAVSTVENA DEJAVNOST, D.O.O.",CESTA 9. AVGUSTA 8 B,1410 ZAGORJE OB SAVI,,http://www.m-mediko.si/trbovlje
4617825,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"MAG. VOJIN RAŠIĆ, DDM ZASEBNA ZOBNA ORDINACIJA",CESTA ZMAGE 1,1410 ZAGORJE OB SAVI,,
3858088,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,MARKELJ MIHA - ZOBNA ORDINACIJA VIDEM,VIDEM 37 A,1312 VIDEM - DOBREPOLJE,01/780 78 66,https://www.cakalnedobe.si/zdravstvene-ustanove/markelj-miha-zobna-ordinacija-videm/
787045,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"MEDICO - DENTES, ZOBOZDRAVSTVENA DEJAVNOST, D.O.O.",VODOVODNA CESTA 109,1000 LJUBLJANA,01/568 42 86,https://odpiralnicasi.com/spots/medico-dentes-dr-svitan-tofant-ljubljana-vodovodna-cesta-597b344c37
3211475,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,MIJATOVIČ JOVAN - ZOBNA AMBULANTA,LAZE V TUHINJU 29,1219 LAZE V TUHINJU,,https://www.zdravniki-zobozdravniki.net/clan/Jovan-MIJATOVIC-246/
3962520,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"NEŠKOVIĆ DANKA, DR. DENT. MED. - ZASEBNA STOMATOLOŠKA ORDINACIJA",LJUBLJANSKA CESTA 19,1330 KOČEVJE,(01) 895 48 19,
4223530,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,OBLAK - ZDOLŠEK JANJA DR.DENT.MED. ZOBOZDRAVSTENA ORDINACIJA,VILHARJEVA CESTA 27,1000 LJUBLJANA,,https://www.zdravniki-zobozdravniki.net/clan/Janja-OBLAK--ZDOLSEK-1603/
3137209,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,OGRIN MARIJA - STOMATOLOGINJA,POD HRUŠEVCO 33,1360 VRHNIKA,,
3435565,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,PEČNIK SANJA LUCIJA - ZOBOZDRAVNIŠKA ORDINACIJA,DUNAJSKA CESTA 129,1000 LJUBLJANA,01/565 14 25,http://www.pecnik.net16.net
3647540,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"POLO - DENT, ZOBOZDRAVSTVENA DEJAVNOST, D.O.O.",PETKOVA ULICA 16,1231 LJUBLJANA - ČRNUČE,(01) 519 21 03,https://zemljevid.najdi.si/podjetje/1673831000/polo-dent-zobozdravstvena-dejavnost-doo
3181577,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,POTOKAR MOJCA - ZOBNA ORDINACIJA,ZASAVSKA CESTA 95,1231 LJUBLJANA - ČRNUČE,041/595 006,https://www.zdravniki-zobozdravniki.net/clan/Mojca-POTOKAR-600/
5603597,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"POTOČNIK ŠPELA, DR. DENT. MED. ZASEBNA ZOBNA ORDINACIJA",DOLSKO 55,1262 DOL PRI LJUBLJANI,01/563 80 23,
3007142,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,PRAPROTNIK IGOR - DOKTOR STOMATOLOGIJE,KAMNIŠKA CESTA 24,1235 RADOMLJE,031 744 447,https://zobozdravstvopraprotnik.si/koncesija/
3089391,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,PRIVŠEK IZTOK - ZOBOZDRAVSTVO,OPEKARSKA CESTA 11,1000 LJUBLJANA,(01) 283 92 38,https://www.mojzobar.si/iztok-privsek-zobozdravstvo/
4567864,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,PUKLAVEC GROZNIK JANJA DR.DENT.MED. - ZASEBNA ZOBOZDRAVNICA,SAVSKA CESTA 10,1000 LJUBLJANA,(01) 280 32 59,
3209958,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,RUS SIMONKA - STOMATOLOŠKA ORDINACIJA,VODNIKOVA CESTA 187,1000 LJUBLJANA,,
2661740,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,SARIĆ DUBRAVKO - ZASEBNI ZOBOZDRAVNIK,MAJNIKOVA ULICA 1,1310 RIBNICA,(01) 836 17 08,https://www.cakalnedobe.si/ambulante/saric-dubravko-zasebni-zobozdravnik-zobozdravstvena-dejavnost/
1567276,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,SARIĆ LJILJANA - ZASEBNI ZOBOZDRAVNIK,MAJNIKOVA ULICA 1,1310 RIBNICA,01/836 12 86,https://www.cakalnedobe.si/ambulante/saric-ljiljana-zasebni-zobozdravnik-zobozdravstvena-dejavnost/
3137871,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,SIEGL VLADIMIR - ZOBOZDRAVSTVENA ORDINACIJA,KOPITARJEVA ULICA 4,1000 LJUBLJANA,01/433 92 79,https://www.zdravniki-zobozdravniki.net/clan/Vladimir-SIEGL-157/
3958591,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"SKAN, DRUŽBA ZA OPRAVLJANJE STORITEV D.O.O.",ULICA LOJZETA SPACALA 10,1000 LJUBLJANA,,
120872,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"SREDNJA ŠOLA ZA FARMACIJO, KOZMETIKO IN ZDRAVSTVO",ZDRAVSTVENA POT 1,1000 LJUBLJANA,01 300 72 40,http://www.ssfkz.si/
3137928,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"STOMATOLOŠKA ORDINACIJA JANKO E. ŠTEFANČIČ, DR. DENT. MED.",ALJAŽEVA ULICA 30,1000 LJUBLJANA,,
2663309,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"STOMATOLOŠKA ORDINACIJA NINA TOMIĆ, DR. DENT. MED.",ROŠKA CESTA 18,1330 KOČEVJE,(01) 895 46 78,
3630974,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,STRLIČ IRIS - ZOBOZDRAVSTVENA ORDINACIJA,MESTNI TRG 2,1230 DOMŽALE,,
3123046,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,STROSAR ROZMAN GABRIJELA - ZOBNA AMBULANTA ZA ODRASLE,ZORANINA ULICA 3,1234 MENGEŠ,,https://zobnizdravnik.weebly.com/
4321693,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,STU-DENT ZOBOZDRAVSTVENE STORITVE D.O.O.,TEHNOLOŠKI PARK 20,1000 LJUBLJANA,(041) 316 462,https://stu-dent.si/
6501933,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"T DENT, ZOBNA ORDINACIJA, D.O.O.",GLAVARJEVA CESTA 61 A,1218 KOMENDA,040 802 532,http://www.tdent.si
6162114,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"TAJA DULAR POTOČAR, DR. DENT. MED., ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA",ALJAŽEVA ULICA 9,1234 MENGEŠ,,http://dulardent.si/
410972,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"TECHDENS, ZOBOZDRAVSTVENE IN DRUGE STORITVE, D.O.O.",TBILISIJSKA ULICA 59,1000 LJUBLJANA,,https://zobozdravnikzastudente.si/
4109257,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,TOMAŽ BANKO ZASEBNI ZOBOZDRAVNIK - ZOBOZDRAVSTVENA ORDINACIJA,MESTNI TRG 2,1230 DOMŽALE,01 724 52 47,https://www.banko.si
6242994,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,TOMAŽ LUKANOVIĆ - ZOBOZDRAVNIK,ULICA BRATOV UČAKAR 64,1000 LJUBLJANA,01 519 87 93,http://zobozdravstvo.lukanovic.si/
2661922,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,TOMŠIČ ARNALDO - ZOBNA ORDINACIJA,CESTA V MESTNI LOG 55,1000 LJUBLJANA,,https://www.zdravniki-zobozdravniki.net/clan/Arnaldo-TOMSIC-789/
3407141,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,TOMŠIČ TONE - ZASEBNI ZOBOZDRAVNIK,GASPARIJEVA ULICA 12,1000 LJUBLJANA,01/544 20 81,https://www.zdravniki-zobozdravniki.net/clan/Tone-TOMSIC-194/
8717458,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"TOVARNA NASMEHOV, SPLOŠNO IN ESTETSKO ZOBOZDRAVSTVO IN SVETOVANJE, D.O.O.",NA JASI 6,1241 KAMNIK,01/831 16 12,http://www.zobozdravnik-kamnik.si
3435994,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,TOZON KRISTINA - ZOBOZDRAVNICA,MEJAČEVA ULICA 3,1353 BOROVNICA,01 754 71 90,http://zdravniki-zobozdravniki.net/clan/kristina-TOZON-934
4493543,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"TRUDEN ANDREJKA, DR. DENT. MED., ZASEBNA ZOBOZDRAVNICA, DENTALNI STUDIO AS",ULICA BRATOV BABNIK 10,1000 LJUBLJANA,051 265 939,https://www.dentalnistudioas.si/
4563680,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"TRŽAN-MAKOVEC ZOBOZDRAVSTVENA ORDINACIJA, D.O.O.",ULICA VLADIMIRJA DOLNIČARJA 11,1356 DOBROVA,,https://www.zdravniki-zobozdravniki.net/clan/Breda-TRZAN-GROZDANOV-1271/
3440928,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,URBANČIČ PEVC ANDREJKA -ZOBOZDRAVSTVENA ORDINACIJA,VODOVODNA CESTA 109,1000 LJUBLJANA,(01) 565 40 02,https://www.zdravniki-zobozdravniki.net/
4746766,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"URBANČIČ POLONCA, DR. DENT. MED. ZOBOZDRAVSTVO",VODOVODNA CESTA 109,1000 LJUBLJANA,031/609 400,http://www.urbancicstudiodent.com/
2905823,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,VALENTIČ ZVONIMIR - ZOBOZDRAVNIK,ROŠKA CESTA 18,1330 KOČEVJE,(01) 895 56 67,
4106307,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"VESNA JERNEJČIČ, DR. DENT. MED. ZASEBNA ZOBNA ORDINACIJA",CESTA 4. MAJA 17,1380 CERKNICA,,http://www.slovenski-zobozdravniki.si/vesna-jernejcicdrdentmed
4106429,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"VESNA ŠEGA - NOVAK, DR. DENT. MED., ZASEBNA ZOBNA ORDINACIJA",CESTA NOTRANJSKEGA ODREDA 36,1386 STARI TRG PRI LOŽU,01 709 60 97,http://slovenski-zobozdravniki.si/vesna-sega-novak-drdentmed
3859507,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,VIHAR JAVORNIK KRISTINA - ZOBNA AMBULANTA,GLONARJEVA ULICA 4,1000 LJUBLJANA,,
4166734,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"VITANA, ZOBOZDRAVSTVENA DEJAVNOST D.O.O. IZLAKE",IZLAKE 13,1411 IZLAKE,,https://vitana.si/
4667966,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,VRAN MOJCA DR. DENT. MED. ZASEBNA ZOBNA ORDINACIJA,CESTA NA BRDO 43,1000 LJUBLJANA,01/423 34 44,http://www.slovenski-zobozdravniki.si/mojca-vran
3221943,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ZAPLATIL JANA - ZOBNA ORDINACIJA,V KLADEH 9,1000 LJUBLJANA,01/519 21 26,http://www.zobozdravstvo-zaplatil.si
3208997,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ZASEBNA ZOBNA ORDINACIJA DR. GAVRAN RENATA,LINHARTOVA CESTA 51,1000 LJUBLJANA,01/475 82 56,https://zobozdravstvo-gavran.si/
4126071,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ZASEBNA ZOBNA ORDINACIJA LEONID ŠOLINC DR.DENT.MED.,RUDARSKA CESTA 12,1420 TRBOVLJE,,
7095124,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"ZASEBNA ZOBNA ORDINACIJA NUŠA ZADEL, DR. DENT. MED.",SLOVENSKA CESTA 17,1354 HORJUL,01 330 30 80,http://www.ordinacija-zadel.si/
4224843,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"ZASEBNA ZOBOZDRAVSTVENA AMBULANTA VESNA FUŽIR URBANČIČ, DR.DENT.MED.",VIDEM 17 C,1262 DOL PRI LJUBLJANI,,http://zdravniki-zobozdravniki.net
6757275,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA ANJA ŠETAR S.P.,LITIJSKA CESTA 38,1000 LJUBLJANA,059/016 754,http://www.stomatologinja.si/
5384864,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA SERGEJ OLUJIĆ,LITIJSKA CESTA 38,1000 LJUBLJANA,059 054 343,http://www.stomatolog.si/
3958910,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA VELIMIR KLARIĆ DR. DENT. MED.,CESTA 4. MAJA 17,1380 CERKNICA,,http://ordinacija-klaric.si
3447468,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ZEVNIK LEBEN MIHAELA - ZASEBNA ZOBOZDRAVSTVENA ORDINACIJA ZA ODRASLE,CESTA 6. MAJA 11,1360 VRHNIKA,,
3072352,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"ZOB D.O.O., DRUŽBA ZA ZOBOZDRAVSTVENE STORITVE VRHNIKA",MED VRTOVI 8,1360 VRHNIKA,,
466167,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ZOBKI ZASEBNA ZOBNA ORDINACIJA D.O.O.,PUTRIHOVA ULICA 1,1000 LJUBLJANA,,
3193557,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ZOBNA ORDINACIJA DAMJANA MEROVING,GOGALOVA ULICA 15,1000 LJUBLJANA,041 861 228,http://www.mladinsko-zobozdravstvo.si
5713496,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"ZOBNA ORDINACIJA DR. BERGMAN, ZOBOZDRAVSTVENA DEJAVNOST IN SVETOVANJE, D.O.O.",URANIČEVA ULICA 4 A,1000 LJUBLJANA,01/507 66 01,http://www.bergman.si
5743387,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"ZOBNA ORDINACIJA, BARBARA RAŽEN S.P.",KOPITARJEV TRG 1,1217 VODICE,01/832 35 44,https://www.barbararazen.si/
3957950,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"ZOBNA, ZOBOZDRAVSTVENA DEJAVNOST, D.O.O.",PODPEŠKA CESTA 14,1351 BREZOVICA PRI LJUBLJANI,(01) 365 14 70,https://www.zobna.si
4109672,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ZOBOZDRAVSTVENA ORDINACIJA MARKO MOLE - ZASEBNI ZOBOZDRAVNIK,MESTNI TRG 2,1230 DOMŽALE,,http://www.slovenski-zobozdravniki.si/marko-mole
3434954,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ZOBOZDRAVSTVENA ORDINACIJA NATAŠA ROZMAN VITOROVIČ DR.DENT.MED.,ZADOBROVŠKA CESTA 18 A,1260 LJUBLJANA - POLJE,,http://zobozdravstvonrv.si/
6152152,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ZOBOZDRAVSTVENI ZAVOD D IN G KOPER,ULICA SERGEJA MAŠERE 7,6000 KOPER - CAPODISTRIA,,https://ezdravnik.si/zdravnik/zeljko-gajic/
3181501,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ZOBOZDRAVSTVO DR. BOREC BARBARA BOREC PIRMAN DR.DENT.MED.,ŽELEZNA CESTA 10,1000 LJUBLJANA,031 790 313,http://www.zobozdravnik-borec.si/
3137763,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ZOBOZDRAVSTVO KARKOS - MATEJA KARLIN SAMBOLEC,BRAJNIKOVA ULICA 20,1000 LJUBLJANA,059 09 04 00,http://www.karkos.si
4290019,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"ZOBOZDRAVSTVO KOZINA, ZOBOZDRAVSTVENE STORITVE, D.O.O.",MAJNIKOVA ULICA 1,1310 RIBNICA,,http://www.slovenski-zobozdravniki.si/bernarda-kozina
6799101,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ZOBOZDRAVSTVO MAJA JAMŠEK STARC,POD JELŠAMI 20,1000 LJUBLJANA,01/281 13 42,http://zobozdravstvojamsek.si/
4490607,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"ZORIČ HOMAN ALEKSANDRA, DR. DENT. MED., ZASEBNA ZOBOZDRAVNICA, DENTALNI STUDIO AS",ULICA BRATOV BABNIK 10,1000 LJUBLJANA,040 125 240,http://www.studio-as.si
3156210,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ZUPAN MARTEL - ZOBOZDRAVSTVENA ORDINACIJA,CESTA V MESTNI LOG 55,1000 LJUBLJANA,,
3193591,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,ZUPET ŽNIDARŠIČ POLONA - ZASEBNA ZOBNA ORDINACIJA,LITIJSKA CESTA 47,1000 LJUBLJANA,01/540 55 15,https://www.zobozdravstvo-znidarsic.com/
4109089,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"ŠUBELJ GREGORIČ HELENA - ZOBOZDRAVSTVENA ORDINACIJA, ZASEBNA ZOBOZDRAVNICA",MESTNI TRG 2,1230 DOMŽALE,01 724 52 08,http://www.zdravniki-zobozdravniki.net
4447205,Zasebni,OE LJUBLJANA,Zobozdravnik,250000,"ŽARGI JURIJ, DR. DENT. MED. ZOBOZDRAVSTVENA ORDINACIJA BEŽIGRAJSKI DVOR",PERIČEVA ULICA 31,1000 LJUBLJANA,(01)436 30 79,
4156067,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"AMBULANTA DRUŽINSKE MEDICINE JANA GOLUB, DR. MED.",PARTIZANSKA ULICA 30,2310 SLOVENSKA BISTRICA,(02) 818 17 22,https://www.zd-sb.si/sl/ambulante/ambulanta-druzinske-medicine-jana-golub-drmed
8701812,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,AMBULANTA DRUŽINSKE MEDICINE MOJCA VRAČKO SKUHALA,SLOVENSKI TRG 4 A,2352 SELNICA OB DRAVI,02 671 04 11,
7711778,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,AMBULANTA DRUŽINSKE MEDICINE SAŠO ŽITNIK,KNAFELČEVA ULICA 31,2000 MARIBOR,02 320 00 09,https://zdravniki-zobozdravniki.net/Clan/Saso-ZITNIK-1552
8016266,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,AMBULANTA DRUŽINSKE MEDICINE URŠKA FERK,SLADKI VRH 5,2214 SLADKI VRH,02 645 33 70,http://ambulantaferk.si/
4491357,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"AMBULANTA DRUŽINSKE MEDICINE, NINA MILEUSNIĆ DR. MED. SPEC. DRUŽ. MED.",DORNAVA 135 A,2252 DORNAVA,(02) 755 00 40,https://zdravniki-zobozdravniki.net/Clan/Nina-MILEUSNIC-1107
5746963,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"AMBULANTA JERKOVIĆ, ZDRAVSTVENE STORITVE IN SVETOVANJE, D.O.O.",OSOJNIKOVA CESTA 9,2250 PTUJ,(02) 748 10 36,https://zdravniki-zobozdravniki.net/Clan/Branko-JERKOVIC-1408
6178252,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"AMBULANTA POLJČANE, AMBULANTA SPLOŠNE IN DRUŽINSKE MEDICINE, D.O.O.",BISTRIŠKA CESTA 62,2319 POLJČANE,(02) 802 52 90,https://zdravniki-zobozdravniki.net/Clan/Midhat-PERENDA-868
4103757,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"AMBULANTA SPLOŠNE MEDICINE ALENKA ALEKSEJEV, DR. MED., SPEC. SPL. MED.",KNAFELČEVA ULICA 31,2000 MARIBOR,02 320 00 07,https://www.zdravniki-zobozdravniki.net/clan/Alenka-ALEKSEJEV-1171/
4491542,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"AMBULANTA SPLOŠNE MEDICINE EVA MEJAČ DR. MED., SPEC. SPLOŠNE MEDICINE",MLADINSKA ULICA 12,2314 ZGORNJA POLSKAVA,(02) 803 61 93,http://www.ambulantamejac.si/
4346705,Zasebni,OE MARIBOR,"Družinski, otroški in šolski zdravnik",260000,"AMBULANTA SPLOŠNE MEDICINE MARTA TETIČKOVIČ RANFL, DR. MED. SPEC.",ULICA DR. HROVATA 4,2270 ORMOŽ,040 367 486,https://zdravniki-zobozdravniki.net/Clan/Marta-TETICKOVIC-RANFL-1062
